Title,Source,DOI
Effect of calcination on the adsorption of Chifeng zeolite on Pb<SUP>2+</SUP> and Cu<SUP>2+</SUP>,CATALYSIS TODAY,10.1016/j.cattod.2017.10.021
ETHIOPIAN NATURAL ZEOLITES FOR PHOTOCATALYSIS,INTERNATIONAL JOURNAL OF LOW-CARBON TECHNOLOGIES,10.1093/ijlct/ctac006
Microporous Zeolites as Catalysts for the Preparation of Decyl Glucoside from Glucose with 1-Decanol by Direct Glucosidation,BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA,10.4314/bcse.v29i3.11
"A New Method for the Measurement of the Diffusion Coefficient of Adsorbed Vapors in Thin Zeolite Films, Based on Magnetoelastic Sensors",CATALYSTS,10.3390/catal6120216
Synthesis and Characterization of Zeolites Produced by Ultrasonication of Coal Fly Ash/NaOH Slurry Filtrates,SENSORS,10.3390/s20113251
Uniform synthesis of palladium species confined in a small-pore zeolite <i>via</i> full ion-exchange investigated by cryogenic electron microscopy,SOUTH AFRICAN JOURNAL OF CHEMISTRY-SUID-AFRIKAANSE TYDSKRIF VIR CHEMIE,10.17159/0379-4350/2020/v73a10
Increase in the Hydrothermal Stability of the La-Modified ZSM-5 Zeolite,JOURNAL OF MATERIALS CHEMISTRY A,10.1039/d1ta00468a
"The acidic nature of ""NMR-invisible"" tri-coordinated framework aluminum species in zeolites",ACTA PHYSICO-CHIMICA SINICA,10.3866/PKU.WHXB20110130
Kraft Lignin Ethanolysis over Zeolites with Different Acidity and Pore Structures for Aromatics Production,CHEMICAL SCIENCE,10.1039/c9sc02634g
Internal Curing Effect of Pre-Soaked Zeolite Sand on the Performance of Alkali-Activated Slag,CATALYSTS,10.3390/catal11020270
Investigation of adsorption mechanism of phosphate(V) ions on the nanostructured Na-A zeolite surface modified with ionic polyacrylamide with regard to their removal from aqueous solution,MATERIALS,10.3390/ma14040718
Formation of nanometer-sized Au particles on USY zeolites under hydrogen atmosphere,APPLIED NANOSCIENCE,10.1007/s13204-020-01397-9
Environmental mineralization of caffeine micro-pollutant by Fe-MFI zeolites,GOLD BULLETIN,10.1007/s13404-012-0051-z
Chitosan/zeolite composite membranes for the elimination of trace metal ions in the evacuation permeability process,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-017-0530-0
Diffusion of aromatic hydrocarbons in hierarchical mesoporous H-ZSM-5 zeolite,JOURNAL OF THE SERBIAN CHEMICAL SOCIETY,10.2298/JSC180606085T
Impact of a polymer modifier on directing the non-classical crystallization pathway of TS-1 zeolite: accelerating nucleation and enriching active sites,CATALYSIS TODAY,10.1016/j.cattod.2018.02.012
"Dielectric relaxation, ac conductivity and electric modulus in poly(vinylidene fluoride)/NaY zeolite composites",CHEMICAL SCIENCE,10.1039/d2sc04544c
Determination of Microporous and Mesoporous Surface Areas and Volumes of Mesoporous Zeolites by Corrected <i>t</i>-Plot Analysis,SOLID STATE IONICS,10.1016/j.ssi.2013.01.013
zeo19: A thermodynamic database for assessing zeolite stability during the corrosion of nuclear waste immobilization glasses,CHEMNANOMAT,10.1002/cnma.202200051
"Zeolite Structure Direction: Identification, Strength and Involvement of Weak CH...O Hydrogen Bonds",NPJ MATERIALS DEGRADATION,10.1038/s41529-019-0106-1
Hydrophobic-hydrophilic balance of ZSM-5 zeolites on the two-phase ketalization of glycerol with acetone,CHEMPHYSCHEM,10.1002/cphc.201900953
On the Optimization of Ni/A and Ni/X Synthesis Procedure toward Active and Selective Catalysts for the Production of CH<sub>4</sub> from CO<sub>2</sub>,CATALYSIS TODAY,10.1016/j.cattod.2020.07.008
Insight into Crystallization Features of MOR Zeolite Synthesized via Ice-Templating Method,CATALYSTS,10.3390/catal12080823
"Characterization of hierarchical zeolites: Combining adsorption/intrusion, electron microscopy, diffraction and spectroscopic techniques",CATALYSTS,10.3390/catal12030301
Highly active Pd containing EMT zeolite catalyst for indirect oxidative carbonylation of methanol to dimethyl carbonate,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2019.05.057
The Potential Application of Natural Clinoptilolite-Rich Zeolite as Support for Bacterial Community Formation for Wastewater Treatment,JOURNAL OF ENERGY CHEMISTRY,10.1016/j.jechem.2020.04.045
Revelation on the Complex Nature of Mesoporous Hierarchical FAU-Y Zeolites,MATERIALS,10.3390/ma15103685
Experimental and numerical investigation of the effect of ultrasound on the growth kinetics of zeolite A,LANGMUIR,10.1021/acs.langmuir.8b03010
"A Mechanistic Investigation of Sustainable Solvent-Free, Seed-Directed Synthesis of ZSM-5 Zeolites in the Absence of an Organic Structure-Directing Agent",ULTRASONICS SONOCHEMISTRY,10.1016/j.ultsonch.2022.105909
Selective blocking of grain boundary defects in high-flux zeolite membranes by coking,ACS OMEGA,10.1021/acsomega.0c05070
Zeolites in fissures of granites and gneisses of the Central Alps,JOURNAL OF MATERIALS CHEMISTRY A,10.1039/c7ta01268c
Spectroscopic investigations on structural incorporation pathways of Fe<SUP>III</SUP> into zeolite frameworks in cement-relevant environments,JOURNAL OF METAMORPHIC GEOLOGY,10.1111/j.1525-1314.2010.00895.x
Binder-free Zeolite Beta Beads with Hierarchical Porosity: Synthesis and Application as Heterogeneous Catalysts for Anisole Acylation,CEMENT AND CONCRETE RESEARCH,10.1016/j.cemconres.2020.106304
Reduction of Radioactive Cesium in Apple Juice by Zeolite,CHEMCATCHEM,10.1002/cctc.202200518
Titrating Controlled Defects into Si-LTA Zeolite Crystals Using Multiple Organic Structure-Directing Agents,JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI,10.3136/nskkk.60.212
The effect of water on the validity of Lowenstein's rule,CHEMISTRY OF MATERIALS,10.1021/acs.chemmater.1c04036
How do zeolite-templated carbons grow?,CHEMICAL SCIENCE,10.1039/c9sc00725c
Accessibility and Location of Acid Sites in Zeolites as Probed by Fourier Transform Infrared Spectroscopy and Magic Angle Spinning Nuclear Magnetic Resonance,MATERIALS TODAY CHEMISTRY,10.1016/j.mtchem.2022.101053
Understanding the Dynamics of Fluorescence Emission during Zeolite Detemplation Using Time Resolved Photoluminescence Spectroscopy,JOHNSON MATTHEY TECHNOLOGY REVIEW,10.1595/205651318X696792
Synthesis and characterization of a single phase zeolite A using coal fly ash,JOURNAL OF PHYSICAL CHEMISTRY C,10.1021/acs.jpcc.9b09050
In situ and micro-Raman spectroscopy for the identification of natural Sicilian zeolites,RSC ADVANCES,10.1039/c8ra09215j
Effects of Dealumination and Desilication of Beta Zeolite on Catalytic Performance in <i>n</i>-Hexane Cracking,JOURNAL OF RAMAN SPECTROSCOPY,10.1002/jrs.6278
Maximum Impact of Ionic Strength on Acid-Catalyzed Reaction Rates Induced by a Zeolite Microporous Environment,CATALYSTS,10.3390/catal6010008
Rapid hydrothermal synthesis of hierarchical ZSM-5/beta composite zeolites,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,10.1002/anie.202208693
Surface Interactions and Mechanisms Study on the Removal of Iodide from Water by Use of Natural Zeolite-Based Silver Nanocomposites,RSC ADVANCES,10.1039/d1ra03064g
Transition metal-exchanged LTA zeolites as novel catalysts for methane combustion,NANOMATERIALS,10.3390/nano10061156
Driving the Crystallization of Zeolites,CATALYSIS TODAY,10.1016/j.cattod.2010.05.032
"Catalytic Fast Pyrolysis of Kraft Lignin With Conventional, Mesoporous and Nanosized ZSM-5 Zeolite for the Production of Alkyl-Phenols and Aromatics",CHEMICAL RECORD,10.1002/tcr.201700092
Heteroaggregation and Selective Deposition for the Fine Design of Nanoarchitectured Bifunctional Catalysts: Application to Hydroisomerization,FRONTIERS IN CHEMISTRY,10.3389/fchem.2018.00295
Adsorptive Removal of Iron and Manganese from Groundwater Samples in Ghana by Zeolite Y Synthesized from Bauxite and Kaolin,ACS CATALYSIS,10.1021/acscatal.8b01461
A dual-templating synthesis strategy to hierarchical ZSM-5 zeolites as efficient catalysts for the methanol-to-hydrocarbons reaction,WATER,10.3390/w11091912
"Improved removal of methylene blue on modified hierarchical zeolite Y: Achieved by a ""destructive-constructive"" method",JOURNAL OF CATALYSIS,10.1016/j.jcat.2018.02.032
"Design of a new multi-functional catalytic system Ni/SO<sub>3</sub>H@zeolite-Y for three-component synthesis of <i>N</i>-benzo-imidazo- or -thiazole-1,3-thiazolidinones",GREEN PROCESSING AND SYNTHESIS,10.1515/gps-2019-0043
Experimental and Theoretical Evidence for the Promotional Effect of Acid Sites on the Diffusion of Alkenes through Small-Pore Zeolites,RSC ADVANCES,10.1039/d0ra08237f
Mechanistic correlation between water infiltration and framework hydrophilicity in MFI zeolites,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,10.1002/anie.202017025
Synthesis of Zeolites Na-P1 from South African Coal Fly Ash: Effect of Impeller Design and Agitation,SCIENTIFIC REPORTS,10.1038/s41598-019-54751-5
Synthesis of Zeolites Using the ADOR (Assembly-Disassembly-Organization-Reassembly) Route,MATERIALS,10.3390/ma6052074
CONTROL OF NATURAL ZEOLITE PROPERTIES BY MECHANICAL ACTIVATION IN STIRRED MEDIA MILL,JOVE-JOURNAL OF VISUALIZED EXPERIMENTS,10.3791/53463
Pulsed Laser Deposited Zeolite Coatings on Femtosecond Laser-Nanostructured Steel Meshes for Durable Superhydrophilic/Oleophobic Functionalities,ARCHIVES OF METALLURGY AND MATERIALS,10.1515/amm-2017-0216
"Pd/zeolite-based catalysts for the preferential CO oxidation reaction: ion-exchange, Si/Al and structure effect",FRONTIERS IN CHEMISTRY,10.3389/fchem.2021.792641
Catalytic nanosponges of acidic aluminosilicates for plastic degradation and CO<sub>2</sub> to fuel conversion,CATALYSIS SCIENCE & TECHNOLOGY,10.1039/c5cy02044a
Influence of pore topology on synthesis and reactivity of Sn-modified zeolite catalysts for carbohydrate conversions,NATURE COMMUNICATIONS,10.1038/s41467-020-17711-6
Application of Organic Amine Modified Natural Zeolite in Filling Natural Rubber,CATALYSIS SCIENCE & TECHNOLOGY,10.1039/c7cy01052d
Zeolite- and MgO-Supported Molecular Iridium Complexes: Support and Ligand Effects in Catalysis of Ethene Hydrogenation and H-D Exchange in the Conversion of H<sub>2</sub>+D<sub>2</sub>,NANOMATERIALS,10.3390/nano12162784
Development of antibacterial powder coatings using single and binary ion-exchanged zeolite A prepared from local kaolin,ACS CATALYSIS,10.1021/cs200397r
The synthesis of hierarchical high-silica beta zeolites in NaF media,APPLIED CLAY SCIENCE,10.1016/j.clay.2019.105251
"PHYSICAL, MECHANICAL AND THERMAL PROPERTIES OF WOOD/ZEOLITE/ PLASTIC HYBRID COMPOSITES",RSC ADVANCES,10.1039/c8ra09347d
Formation of Mesopores in USY Zeolites: A Case Revisited,MADERAS-CIENCIA Y TECNOLOGIA,10.4067/S0718-221X2017005000029
Internalization study of nanosized zeolite crystals in human glioblastoma cells,ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE,10.1002/zaac.201000025
Hierarchic zeolites: Zeolite ZSM-5 desilicated with NaOH and NaOH/tetrabutylamine hydroxide,COLLOIDS AND SURFACES B-BIOINTERFACES,10.1016/j.colsurfb.2022.112732
Dioctahedral Phyllosilicates Versus Zeolites and Carbonates Versus Zeolites Competitions as Constraints to Understanding Early Mars Alteration Conditions,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2012.03.045
Porous liquid zeolites: hydrogen bonding-stabilized H-ZSM-5 in branched ionic liquids,JOURNAL OF GEOPHYSICAL RESEARCH-PLANETS,10.1002/2017JE005343
Enhancement of Ethanol Electro-Oxidation Activities on Pt/Natural Zeolite Catalysts,NANOSCALE,10.1039/c8nr07337f
Copper ion-exchanged zeolite X from fly ash as an efficient adsorbent of phosphate ions from aqueous solutions,ELECTROCHEMISTRY,10.5796/electrochemistry.79.367
Study of the parameters of zeolites synthesis from coal fly ash in order to optimize their CO<sub>2</sub> adsorption,JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING,10.1016/j.jece.2022.108567
Sorption of Cu(II) Ions on Chitosan-Zeolite X Composites: Impact of Gelling and Drying Conditions,FUEL,10.1016/j.fuel.2020.118041
Effect of Zeolite-Y Modification on Crude-Oil Direct Hydrocracking,MOLECULES,10.3390/molecules21010109
The highly efficient purification capacity of rGO-zeolite composites for aged oil in transformer machines,ACS OMEGA,10.1021/acsomega.1c03029
Zeolite synthesis in basic media using expanded perlite and its application in Rhodamine B adsorption,ARABIAN JOURNAL OF CHEMISTRY,10.1016/j.arabjc.2021.103683
"Zeolite Nanocrystals (MOR, EU-1, and ZSM-12) Synthesized Using a Versatile Diquaternary Ammonium Template as Robust Catalysts",MATERIALS LETTERS,10.1016/j.matlet.2018.05.095
Effect of Pre-Wetted Zeolite Sands on the Autogenous Shrinkage and Strength of Ultra-High-Performance Concrete,ACS APPLIED NANO MATERIALS,10.1021/acsanm.2c03805
"Desilication of ZSM-5 and ZSM-12 zeolites: Impact on textural, acidic and catalytic properties",MATERIALS,10.3390/ma13102356
Synergetic Effect of Ultrasmall Metal Clusters and Zeolites Promoting Hydrogen Generation,CATALYSIS TODAY,10.1016/j.cattod.2010.01.059
Sustainable ammonium recovery from wastewater: Improved synthesis and performance of zeolite N made from kaolin,ADVANCED SCIENCE,10.1002/advs.201802350
"Thermal, microstructural, and spectroscopic analysis of Ca<SUP>2+</SUP> alginate/clay nanocomposite hydrogel beads",MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2021.110918
"Influence of Zeolite and Phosphorus Applications on Water Use, P Uptake and Yield in Rice under Different Irrigation Managements",JOURNAL OF MOLECULAR LIQUIDS,10.1016/j.molliq.2018.06.005
Enhancement of removal efficiency of ammonia nitrogen in sequencing batch reactor using natural zeolite,AGRONOMY-BASEL,10.3390/agronomy9090537
Electrochemical investigations on the corrosion behaviour of reinforcing steel in diatomite- and zeolite-containing concrete exposed to sulphuric acid,ENVIRONMENTAL EARTH SCIENCES,10.1007/s12665-009-0276-1
The Synthesis of Different Series of Cobalt BEA Zeolite Catalysts by Post-Synthesis Methods and Their Characterization,CONSTRUCTION AND BUILDING MATERIALS,10.1016/j.conbuildmat.2013.08.033
SILVER DOPED NATURAL AND SYNTHETIC ZEOLITES FOR REMOVAL OF HUMIC ACID FROM WATER,CATALYSTS,10.3390/catal12121644
Zeolite molecular accessibility and host-guest interactions studied by adsorption of organic probes of tunable size,ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL,10.30638/eemj.2012.081
Influencing Mechanism of Cyclohexene on Thiophene Adsorption over CuY Zeolites,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,10.1039/c6cp07572j
BTX sorption on Na-P1 organo-zeolite as a process controlled by the amount of adsorbed HDTMA,ACTA PHYSICO-CHIMICA SINICA,10.3866/PKU.WHXB201703281
Nanosized zeolites as a perspective material for conductometric biosensors creation,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2014.09.033
Study of Electric and Magnetic Properties of Iron-Modified MFI Zeolite Prepared by a Mechanochemical Method,NANOSCALE RESEARCH LETTERS,10.1186/s11671-015-0911-6
A Comparative Analysis of In Vitro Toxicity of Synthetic Zeolites on IMR-90 Human Lung Fibroblast Cells,MATERIALS,10.3390/ma15227968
Seed-Directed and Organotemplate-free Synthesis of Zeolites,MOLECULES,10.3390/molecules26113194
Expansion of the ADOR Strategy for the Synthesis of Zeolites: The Synthesis of IPC-12 from Zeolite UOV,ACTA CHIMICA SINICA,10.6023/A12100800
Synthesis of hierarchical nanocrystalline β zeolite as efficient catalyst for alkylation of benzene with benzyl alcohol,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,10.1002/anie.201700590
<i>n</i>-Butene Synthesis in the Dimethyl Ether-to-Olefin Reaction over Zeolites,RSC ADVANCES,10.1039/d2ra00209d
Protective dissolution: generating secondary pores in zeolite by mechanochemical reaction,CATALYSTS,10.3390/catal11060743
Efficient synthesis of the Cu-SSZ-39 catalyst for DeNOx applications,RSC ADVANCES,10.1039/d0ra00670j
Synthesis of Ni-Modified ZSM-5 Zeolites and Their Catalytic Performance in <i>n</i>-Octane Hydroconversion,CHEMICAL COMMUNICATIONS,10.1039/c5cc03200h
"Preparation of Single-Crystal ""House-of-Cards""-like ZSM-5 and Their Performance in Ethanol-to-Hydrocarbon Conversion",FRONTIERS IN CHEMISTRY,10.3389/fchem.2020.586445
Evaluation of phase transformation behaviors of zeolite and antibacterial properties against Gram-positive and -negative bacteria,CHEMISTRY OF MATERIALS,10.1021/acs.chemmater.8b04970
Sterically hindered amine functionalized zeolites prepared from fly ash for effective carbon dioxide adsorption,JOURNAL OF THE CHINESE CHEMICAL SOCIETY,10.1002/jccs.202000046
"Manipulating Phosphorus, Calcium, and Magnesium Utilization by Growing Lambs Using Natural Zeolite (Clinoptilolite)",CURRENT SCIENCE,10.18520/cs/v119/i1/123-128
Catalytic Fast Pyrolysis of Biomass over Microporous and Hierarchical Zeolites: Characterization of Heavy Products,SUSTAINABILITY,10.3390/su13031539
Maize (<i>Zea mays</i> L.) nutrient use efficiency as affected by formulated fertilizer with Clinoptilolite Zeolite,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,10.1021/acssuschemeng.7b03837
Synthesis of supported ZSM-5 nanoparticles,EMIRATES JOURNAL OF FOOD AND AGRICULTURE,10.9755/ejfa.v26i3.16183
State of the art of Lewis acid-containing zeolites: lessons from fine chemistry to new biomass transformation processes,MICROPOROUS AND MESOPOROUS MATERIALS,10.1016/j.micromeso.2019.05.063
